id,title,lat,lon,street,zip,city,plug,open,parking,network,payment_text,operator,access,electricity_mix,charge_type,payment_mode,payment_RFID,payment_OTHERS,imga,img,info,payment_APP,payment_PLUG-N-CHARGE,times,payment_CREDIT-CARD,payment_DEBIT-CARD
3612,Autohaus Zeimet GmbH,49.74304540,6.65733700,Olewigerstr. 113,54295,Trier,0,1.0,1,,,Autohaus Zeimet GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,KWH,,,,,,1.0,,22:00 - 21:59,,
3613,Zirndorf Kolbstraße,49.44147000,10.95978000,Kolbstraße 3,90513,Zirndorf,0,1.0,2,Ladeverbund Franken+,,Stadtwerke Zirndorf GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,TIME,1.0,,,,,,,,,
3618,Am Strande ,54.09250458,12.14469933,Am Strande 3a,18055,Rostock,0,1.0,2,,,Stadtwerke Rostock AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,1.0,,,,,,,22:00 - 21:59,,
3619,Gertrudenplatz,54.08824749,12.12456371,Gertrudenplatz 2,18055,Rostock,0,1.0,,,,Stadtwerke Rostock AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,1.0,,,,,,,22:00 - 21:59,,
3621,Lange Straße 27,54.08985423,12.13521206,Lange Straße 27,18055,Rostock,0,1.0,2,,,Stadtwerke Rostock AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FREE,1.0,,,,,,,22:00 - 21:59,,
3622,Kirchenplatz 2,54.17666303,12.08541762,Kirchenplatz 2,18119,Rostock,0,1.0,2,,,Stadtwerke Rostock AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FREE,1.0,,,,,,,22:00 - 21:59,,
3624,Zur Hansemesse 1-2,54.13876916,12.07463058,Zur Hansemesse 1-2,18106,Rostock,0,1.0,,,,Stadtwerke Rostock AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FREE,1.0,,,,,,,22:00 - 21:59,,
3626,Stadtwerke Neumünster - Bad am Stadtwald,54.08155000,9.96018000,Hansaring 177,24534,Neumünster,0,1.0,2,innogy,"Im Ladeverbund innogy erfolgt die Abrechnung nach kWh.
Bei Kreditkartenzahlung wird nach Zeit abgerechnet.",SWN Stadtwerke Neumünster GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,KWH,,,,,,1.0,,,,
3629,SÜLL - Ladesäulen auf dem Parkplatz des Spreewelten Bads  &#40;links&#41;,51.85546361,13.95080004,Alte Huttung,03222,Lübbenau/Spreewald,0,1.0,2,be.energised &#40;has to be GmbH&#41;,,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,TIME,1.0,,,,,,,,,
3630,Ladestation Stadtwerkehaus,50.63669628,9.39420793,Hinter dem Spittel 17,36341,Lauterbach (Hessen),0,1.0,1,,zurzeit noch kostenlos,Stadtwerke Lauterbach GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,1.0,,,,"Dauerkarten können die Kunden der Stadtwerke Lauterbach GmbH im Kundenzentrum der Stadtwerke erhalten.
Kurzzeitkarten für Gäste der Stadt werden im Kundenzentrum der Stadtwerke &#40;Hinter dem Spittel 15&#41;, im Tourist Center &#40;Stadtmühle, Marktplatz 1&#41; und an der Kasse des Freizeitzentrums &#40;Am Sportfeld 7&#41; ausgegeben.
Siehe auch: http://www.stadtwerke-lauterbach.de/strom/Energiedienstleistungen/stromtankstelle/stromtankstelle.html",,,,,
3633,Ladestation Freizeitzentrum,50.62778500,9.39210410,Am Sportfeld 12,36341,Lauterbach (Hessen),0,1.0,1,,zurzeit noch kostenlos,Stadtwerke Lauterbach GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,1.0,,,,"Dauerkarten können die Kunden der Stadtwerke Lauterbach GmbH im Kundenzentrum der Stadtwerke erhalten.
Kurzzeitkarten für Gäste der Stadt werden im Kundenzentrum der Stadtwerke &#40;Hinter dem Spittel 15&#41;, im Tourist Center &#40;Stadtmühle, Marktplatz 1&#41; und an der Kasse des Freizeitzentrums &#40;Am Sportfeld 7&#41; ausgegeben.
Siehe auch: http://www.stadtwerke-lauterbach.de/strom/Energiedienstleistungen/stromtankstelle/stromtankstelle.html",,,,,
3635,SÜLL - Ladesäulen auf dem Parkplatz des Spreewelten Bads  &#40;rechts&#41;,51.85545715,13.95079734,Alte Huttung,03222,Lübbenau/Spreewald,0,1.0,2,be.energised &#40;has to be GmbH&#41;,,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,TIME,1.0,,,,,,,,,
3636,Parkplatz Neumarkt,50.72309610,12.49418570,Moritzstraße 44,08056,Zwickau,0,1.0,2,innogy / intercharge,"Abrechnung er folgt nach kWh und Zeit
Über die an der Ladestation angegebenen Hotline ist ebenfalls eine Zahlung möglich",Zwickauer Energieversorgung GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,KWH,,,,,,1.0,,,,
3637,Parkplatz am August Horch Museum,50.73253280,12.48538620,Audistr. 7,08058,Zwickau,0,,2,innogy / intercharge,"Abrechnung er folgt nach kWh und Zeit
Über die an der Ladestation angegebenen Hotline ist ebenfalls eine Zahlung möglich",Zwickauer Energieversorgung GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,KWH,,,,,,1.0,,07:30 - 15:00,,
3656,Therme Sinnflut,50.31139707,9.79333068,Gänsrain 2,97769,Bad Brückenau,0,1.0,2,Charge IT,Der kWh Preis ist mit einer Standgebühr gekoppelt.,Stadtwerke Bad Brückenau GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,COMBO,1.0,,files/upload/ladesaeule/1535973908.jpg,assets/images/a/1535973908-1be81a5a.jpg,,,,22:00 - 21:59,,
3658,Ladestation 1001,50.00721400,9.20585900,Jahnstr. 7,63768,Hösbach,0,1.0,,,,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
3659,Ladestation 1002,49.99790100,9.18104300,Sachsenhausen 1,63773,Goldbach,0,1.0,,,,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
3660,Ladestation 1003,49.99958400,9.19216100,Aschaffstr. 1,63773,Goldbach,0,1.0,,,,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
3661,Ladestation 1004,49.98936500,9.17276000,An der Lache 135-137,63773,Goldbach,0,1.0,,,,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
3662,Ladestation 1005,50.00638000,9.22079800,Industriestr. 3,63768,Hösbach,0,1.0,,,,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
3663,Stadtwerke-Strom Plauen - Am Klostermarkt,50.49459810,12.13644980,Am Klostermarkt 3,08523,Plauen,0,1.0,2,,,Stadtwerke Strom Plauen GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,,,,,1.0,,,,
3664,"Stadtwerke - Strom Plauen, Parkhaus Stadtgalerie Plauen",50.49643507,12.13735366,Syrastraße 3,08523,Plauen,0,1.0,2,,,Stadtwerke Strom Plauen GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,,,,,1.0,,,,
3669,DE*VKW*E0219,47.60487600,9.89077900,Museumsplatz 1,88161,Lindenberg im Allgäu,0,1.0,,,,Vorarlberger Kraftwerke AG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,1.0,,,,,,,,,
3671,DE*VKW*E1000,47.59979660,9.88369230,Hauptstraße 82,88161,Lindenberg im Allgäu,0,1.0,,,,Vorarlberger Kraftwerke AG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,1.0,,,,,,,,,
3675,Ladestation Riedpark,47.18212220,8.49124720,Riedpark 19,79787,Lauchringen,0,1.0,4,Ladenetz.de,"Zahlung per RFID-Karte von Ladenetz und Partner möglich.
Zahlung auch per QR-Code möglich.",Stadtwerke Waldshut-Tiengen GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3676,Wandcharger Parkhaus Dehner,47.62521390,8.26316210,Industriestraße 1C,79761,Waldshut-Tiengen,0,1.0,2,Ladenetz.de,"Zahlung mit RFID möglich
Zahlung per QR-Code möglich",Stadtwerke Waldshut-Tiengen GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3677,Ladestation Cellpack,47.62511000,8.25999000,Carl-Zeiss-Str. 20,79761,Waldshut-Tiengen,0,1.0,4,Ladenetz.de,"RFID-Zugang möglich. &#40;Ladenetz.de und Partner&#41;
QR-Code",Stadtwerke Waldshut-Tiengen GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3678,E Ladesäule LuK Helmbrechts GmbH,50.23731010,11.72660460,Münchberger Str. 65,95233,Helmbrechts,0,1.0,2,E-Wald GmbH,,Licht- und Kraftwerke Helmbrechts GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,TIME,1.0,,,,,,,,,
3679,Lutherstadt Wittenberg - Am Hauptbahnhof,51.86777674,12.66066156,Am Hauptbahnhof,06886,Wittenberg,0,1.0,2,,,Stadtwerke Lutherstadt Wittenberg GmbH,NOT.SPECIFIED,MIX,QUICKCHARGE,FREE,1.0,,files/upload/ladesaeule/1526279669.jpg,assets/images/9/1526279669-2a8db399.jpg,,,,,,
3681,Copa Ca Backum,51.60275297,7.13799147,Teichstraße,45699,Herten,0,1.0,2,,,Hertener Stadtwerke GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,1.0,,,,,,,,
3682,Coswig - Am Markt 1 / P Elbauenblick,51.88222398,12.45787106,Am Markt,06869,Coswig (Anhalt),0,1.0,2,,,Stadtwerke Lutherstadt Wittenberg GmbH,NOT.SPECIFIED,MIX,QUICKCHARGE,FREE,1.0,,files/upload/ladesaeule/1526283230.jpg,assets/images/d/1526283230-912dd48d.jpg,,,,,,
3684,Lutherstadt Wittenberg - Lucas-Cranach-Str. 22,51.86817912,12.63343116,Lucas-Cranach-Str. 22,06886,Wittenberg,0,1.0,2,,,Stadtwerke Lutherstadt Wittenberg GmbH,NOT.SPECIFIED,MIX,NORMAL,FREE,,1.0,files/upload/ladesaeule/1526283731.jpg,assets/images/1/1526283731-d2d35fa1.jpg,,,,,,
3685,Kurt-Schumacher-Straße,51.59263962,7.13731928,Kurt-Schumacher-Straße 28,45699,Herten,0,1.0,2,,,Hertener Stadtwerke GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,1.0,,,,,,,,
3687,Schloßstraße 21,51.59978997,7.09072927,Schloßstraße 21,45701,Herten,0,1.0,2,,,Hertener Stadtwerke GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,1.0,,,,,,,,
3688,Doncaster-Platz,51.57193284,7.14487466,Doncaster-Platz 1,45699,Herten,0,1.0,2,,,Hertener Stadtwerke GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,1.0,,,,,,,,
3690,Solarcarport DAS BAD Merzig,49.44617000,6.62609000,Saarwiesenring 3,66663,Merzig,0,1.0,4,,"Während der Öffnungszeiten von DAS BAD ist an der Kasse eine RFID Karte zum freischalten der Ladesäule erhältich. Das Laden ist kostenlos.
Öffnungszeiten
Montag	       08:00–16:30
Dienstag	       10:00–22:00
Mittwoch       10:00–22:00
Donnerstag	08:00–22:00
Freitag	        10:00–22:00
Samstag	10:00–22:00
Sonntag	        08:00–20:00",Stadtwerke Merzig GmbH,NOT.SPECIFIED,MIX,NORMAL,FREE,1.0,,,,Die Ladesäule verfügt über eine Schukosteckdose und einen Typ 2 Stecker.,,,08:00 - 18:00,,
3691,BHF Merzig &#40;Saar&#41;,49.43729250,6.63525940,Bahnhofstraße 47,66663,Merzig,0,1.0,2,,Die Ladesäule kann mittels einer beliebigen EC-Karte oder Kreditkarte entsperrte werden. Das Laden ist kostenlos. Es werden keine Daten gespeichert. ,Stadtwerke Merzig GmbH,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,,,,Die Ladesäule verfügt über eine Schukosteckdose und einen Typ 2 Ladepunkt.,,1.0,22:00 - 21:00,,
3692,Ladestation EURONICS XXL FUNK GmbH Besseringen,49.47636770,6.60516950,Bezirkstraße 112,66663,Merzig,0,,2,,"Eine RFID-Karte ist während der Öffnungszeiten bei EURONICS XXL FUNK GmbH erhältlich.
Öffnungszeiten:
    Montag             09:00 -   19:00
    Dienstag           09:00 -   19:00
    Mittwoch          09:00 -   19:00
    Donnerstag      09:00 -   19:00
    Freitag               09:00 -   19:00
    Samstag           09:00 -   18:00",Stadtwerke Merzig GmbH,NOT.SPECIFIED,MIX,NORMAL,FREE,1.0,,,,Die Ladesäule verfügt über eine Schukosteckdose und einen Typ 2 Ladepunkt.,,,06:00 - 16:00,,
3697,"Ladestation 2x22KW Typ2, Kundencenter Stadtwerke Landsberg KU",48.05089810,10.88194920,Epfenhauser-Str. 12,86899,Landsberg am Lech,0,1.0,2,,Kostenlos,Stadtwerke Landsberg KU,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FREE,,1.0,,,,,,22:00 - 21:59,,
3698,Zeitzer Straße ,50.94637980,11.60284740,Zeitzer Straße 6,07743,Jena,0,1.0,3,Ladenetz.de,,job Jenaer Objektmanagement- und Betriebsgesellschaft mbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,FLATRATE,1.0,,files/upload/ladesaeule/1529307666.jpg,assets/images/0/1529307666-f8048710.jpg,,,,,,
3701,"Ladestation 2x11KW Typ2, Lech-Tiefgarage",48.05082930,10.87392980,Lechstraße Tiefgarage,86899,Landsberg am Lech,0,1.0,2,,"0,50€/halbe Stunde
Münzeinwurf",Stadtwerke Landsberg KU,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,TIME,,1.0,,,,,,22:00 - 21:59,,
3702,Friedrich-Schelling-Straße,50.92825350,11.56851500,Friedrich-Schelling-Straße 15,07745,Jena,0,1.0,2,Ladenetz.de,,job Jenaer Objektmanagement- und Betriebsgesellschaft mbH,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,files/upload/ladesaeule/1529304813.jpg,assets/images/b/1529304813-15929e4b.jpg,,,,,,
3703,"Ladestation 1xSchuko, Lech-Tiefgarage",48.05082930,10.87392980,Lechstraße Tiefgarage,86899,Landsberg am Lech,0,1.0,1,,"0,50€/halbe Stunde
Münzeinwurf",Stadtwerke Landsberg KU,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,TIME,,1.0,,,,,,22:00 - 21:59,,
3704,Binswanger Straße ,50.88136843,11.60512484,Binswangerstraße 2,07747,Jena,0,1.0,2,Ladenetz.de,,job Jenaer Objektmanagement- und Betriebsgesellschaft mbH,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,files/upload/ladesaeule/1543926508.jpg,assets/images/3/1543926508-06826623.jpg,,,,,,
3705,Schönwalde-Glien,52.60055903,13.13748954,Berliner Allee 7,14621,Schönwalde,0,1.0,2,ladenetz.de,,EMB Energie Mark Brandenburg GmbH,PUBLIC.STREET,GREEN.ENERGY,NORMAL,KWH,1.0,,,,,,,,,
3706,Ladesäule Albersdorf,54.14766338,9.28276812,Kapellenplatz 3,25767,Albersdorf,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FREE,,1.0,,,,,,,,
3707,Ladesäule Westküstenklinikum,54.19804854,9.08077844,Gartenweg 29,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3708,Ladestation Karl-Liebknecht-Platz 2 b,52.54298290,12.98742767,Karl-Liebknecht-Platz 2b,14641,Wustermark,0,1.0,2,ladenetz.de,,EMB Energie Mark Brandenburg GmbH,PUBLIC.STREET,GREEN.ENERGY,QUICKCHARGE,KWH,1.0,,,,,,,,,
3709,Ladesäule Nord-Ostsee Automobile,54.19438776,9.12516980,Lise-Meitner-Straße 1,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3710,Ladesäule Markt,54.19533929,9.09184824,Markt 59,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,KWH,1.0,,,,,,,,,
3711,Ladesäule Rathaus,54.19355865,9.09193657,Postelweg 1,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3712,Ladesäule Bahnhof,54.19504780,9.10169990,Rüsdorfer Straße 1,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3713,Ladesäule Kreis Dithmarschen,54.19319237,9.10958175,Stettiner Straße 30,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3714,Ladesäule Meldorf,54.09088868,9.07188642,Nordermarkt 5,25704,Meldorf,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3715,Ladesäule Wesselburen,54.21528422,8.92264945,Dohrnstraße 1,25764,Wesselburen,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3716,Ladesäule Wöhrden,54.16379874,8.99752402,Schwarzer Weg 9,25797,Wöhrden,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3717,Ladesäule Autohaus Lundt,54.19729250,9.12505188,Schanzenstraße 1,25746,Heide,0,1.0,,,,Stadtwerke Heide GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,FREE,,1.0,,,,,,,,
3719,Schönstedt,51.08399820,10.51081210,Thiemsburg 1,99947,Schönstedt,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3720,Bad Lobenstein,50.44924000,11.64348000,Pakrstraße 8,07356,Bad Lobenstein,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3721,Bleicherode,51.44156040,10.57021010,Lindenstraße ,99752,Bleicherode,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3722,Greußen,51.23008000,10.94804000,Am Zwinger 66,99718,Greußen,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3723,Hildburghausen,50.42626350,10.73037400,Rathausgasse,98646,Hildburghausen,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3724,Kahla,50.80285190,11.58816340,Marktplatz,07768,Kahla,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3725,Mellingen,50.93562000,11.38890000,Hainholzstrasse 4,99441,Mellingen,0,1.0,3,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,,,,,,,,
3726,Schmölln,50.89424300,12.35161300,Am Lädchen,04626,Schmölln,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3727,Bad Blankenburg,50.68370330,11.26978400,Bahnhofstraße 7,07422,Bad Blankenburg,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3728,Bad Klosterlausnitz,50.91649990,11.86302200,Jenaische Straße ,07639,Bad Klosterlausnitz,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3729,Bad Köstritz,50.93399470,12.01104670,Am Sommerbad,07586,Bad Köstritz,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3730,Bad Liebenstein,50.85916100,10.38389400,L1027 Parkplatz Schillerbuche,36448,Bad Liebenstein,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3731,Blankenhain,50.86145000,11.34045000,Marktstraße 4,99444,Blankenhain,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3732,Breitenworbis ,51.41046990,10.42601830,Halle-Kasseler-Straße 29,37339,Breitenworbis,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
3733,Brotterode,50.82425630,10.45169950,Breite Wiese,98596,Brotterode-Trusetal,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4034,Cursdorf,50.57165430,11.12873320,Bahnhofstraße 1,98744,Cursdorf,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4035,Erfurt 1 TEAG,51.01528130,11.03870040,Schwerborner Straße 30,99087,Erfurt,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4036,Erfurt 2 TEAG,51.01528130,11.03870040,Schwerborner Straße 30,99087,Erfurt,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4037,TEAG Hauptverwaltung DC,51.01528130,11.03870040,Schwerborner Straße 30,99087,Erfurt,0,1.0,3,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,,,,,,,,
4038,Drei Gleichen OT Mühlberg,50.86907000,10.82736000,Thomas-Münzer-Str. 4,99869,Drei Gleichen,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4039,Gebesee,51.11294150,10.93321660,Robert-Koch-Str. 4,99189,Gebesee,0,1.0,3,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,,,,,,,,
4040,Großengottern,51.15099900,10.55621120,Mühlhäuser Str. 18,99991,Großengottern,0,1.0,3,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,QUICKCHARGE,FLATRATE,1.0,,,,,,,,,
4042,Heyerode,51.16476270,10.31287550,Karlstraße 26,99988,Südeichsfeld,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4043,Langewiesen,50.67122650,10.97470950,Schöffengrund,98704,Langewiesen,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4044,Lengenfeld unterm Stein,51.21393130,10.22228300,Gedeplatz,99976,Südeichsfeld,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4045,Masserberg,50.51815000,10.96772000,Hauptstraße 18,98666,Masserberg,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4047,Neustadt/Harz,51.55837040,10.83387010,Am Wiesenplatz,99762,Neustadt/Harz,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4048,Oberhof,50.70722240,10.72533610,Crawinkler Straße 2,98559,Oberhof,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4049,Ronneburg,50.86039220,12.18274270,Bahnhofstraße ,07580,Ronneburg,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4050,Ruhla,50.89186020,10.36653920,Carl-Gareis-Straße 18,99842,Ruhla,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4051,Saalburg-Ebersdorf,50.48443900,11.66727970,Parkplatz Burgplatz,07929,Saalburg-Ebersdorf,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4052,Schmalkalden,50.71490700,10.47021640,Am Schwimmbad,98574,Schmalkalden,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4053,Stadtilm,50.77445980,11.08225670,Marktplatz,99326,Stadtilm,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4054,Steinach,50.43203020,11.15791280,Marktplatz,96523,Steinach,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
4055,Steinbach-Hallenberg,50.70167920,10.56790150,Rathausplatz,98587,Steinbach-Hallenberg,0,1.0,2,ladenetz.de,,TEAG Thüringer Energie AG,NOT.SPECIFIED,GREEN.ENERGY,NORMAL,FLATRATE,1.0,,,,,,,,,
